MAS: Financial Database - Domestic Interest Rates,,,,
,,,,
Domestic Interest Rates (Daily),,,,
Jan 1990 to Aug 2024,,,,
,,,,
,,,,
End of Period / SORA Value Date,,,Interbank Overnight,SF Deposit Rate
,,28,-,0
,Mar,03,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,31,-,0
,Apr,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,May,02,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,12,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,Jun,02,-,0
,,03,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,30,-,0
,Jul,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,29,-,0
,,30,-,0
,,31,-,0
,Aug,01,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,Sep,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,05,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,29,-,0
,,30,-,0
,Oct,01,-,0
,,02,-,0
,,03,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,20,-,0
,,21,-,0
,,23,-,0
,,24,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,,31,-,0
,Nov,03,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,Dec,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,05,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,26,-,0
,,29,-,0
,,30,-,0
,,31,-,0
2015,Jan,02,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,29,-,0.04
,,30,-,0.16
,Feb,02,-,0
,,03,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,16,-,0
,,17,-,0
,,18,-,0.18
,,23,-,0
,,24,-,0.38
,,25,-,0.08
,,26,-,0
,,27,-,0.05
,Mar,02,-,0.16
,,03,-,0.04
,,04,-,0
,,05,-,0
,,06,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0.17
,,23,-,0.5
,,24,-,0.03
,,25,-,0
,,26,-,0
,,27,-,0
,,30,-,0.02
,,31,-,0.12
,Apr,01,-,0.06
,,02,-,0
,,06,-,0.04
,,07,-,0.21
,,08,-,0.22
,,09,-,0
,,10,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,20,-,0
,,21,-,0.05
,,22,-,0.03
,,23,-,0.02
,,24,-,0.05
,,27,-,0
,,28,-,0.1
,,29,-,0
,,30,-,0
,May,04,-,0.19
,,05,-,0.29
,,06,-,0.3
,,07,-,0.15
,,08,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,25,-,0
,,26,-,0
,,27,-,0.09
,,28,-,0
,,29,-,0.14
,Jun,02,-,0.03
,,03,-,0.04
,,04,-,0
,,05,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,22,-,0.1
,,23,-,0.13
,,24,-,0
,,25,-,0
,,26,-,0
,,29,-,0.59
,,30,-,1.19
,Jul,01,-,0.34
,,02,-,0.52
,,03,-,0.14
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0.1
,,20,-,0.05
,,21,-,0.07
,,22,-,0
,,23,-,0
,,24,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,,31,-,0
,Aug,03,-,0
,,04,-,0
,,05,-,0.02
,,06,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,24,-,0.38
,,25,-,1.23
,,26,-,0.77
,,27,-,0.16
,,28,-,0
,,31,-,0.2
,Sep,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,25,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,Oct,01,-,0
,,02,-,0.02
,,05,-,0.03
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,19,-,0.03
,,20,-,0
,,21,-,0
,,22,-,0
,,23,-,0.15
,,26,-,0.41
,,27,-,0.42
,,28,-,0.27
,,29,-,0.59
,,30,-,0.7
,Nov,02,-,0.24
,,03,-,0.15
,,04,-,0.01
,,05,-,0
,,06,-,0
,,09,-,0.78
,,11,-,0
,,12,-,0
,,13,-,0.22
,,16,-,0.29
,,17,-,0.21
,,18,-,0.12
,,19,-,0.08
,,20,-,0.09
,,23,-,0.11
,,24,-,0.44
,,25,-,0.37
,,26,-,0.27
,,27,-,0.34
,,30,-,0.36
,Dec,01,-,0.24
,,02,-,0.18
,,03,-,0.12
,,04,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,14,-,0
,,15,-,0.07
,,16,-,0.12
,,17,-,0.05
,,18,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,,31,-,0.21
2016,Jan,04,-,0
,,05,-,0
,,06,-,0.03
,,07,-,0.15
,,08,-,0.44
,,11,-,0.48
,,12,-,0.27
,,13,-,0.11
,,14,-,0
,,15,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,Feb,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,05,-,0.02
,,10,-,0
,,11,-,0
,,12,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,29,-,0.05
,Mar,01,-,0.04
,,02,-,0.04
,,03,-,0.09
,,04,-,0.01
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,,31,-,0
,Apr,01,-,0
,,04,-,0.01
,,05,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,15,-,0.05
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0.26
,,22,-,0.45
,,25,-,0.31
,,26,-,0.38
,,27,-,0.4
,,28,-,0
,,29,-,0.25
,May,03,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,30,-,0
,,31,-,0
,Jun,01,-,0
,,02,-,0
,,03,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0.21
,Jul,01,-,0
,,04,-,0
,,05,-,0
,,07,-,0
,,08,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0.05
,,22,-,0.06
,,25,-,0.18
,,26,-,0.34
,,27,-,0.43
,,28,-,0.46
,,29,-,0
,Aug,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,05,-,0
,,08,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,29,-,0
,,30,-,0
,,31,-,0
,Sep,01,-,0
,,02,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0.01
,Oct,03,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,14,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,21,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,27,-,0
,,28,-,0
,,31,-,0
,Nov,01,-,0
,,02,-,0
,,03,-,0
,,04,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,21,-,0
,,22,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,28,-,0
,,29,-,0
,,30,-,0
,Dec,01,-,0
,,02,-,0
,,05,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,12,-,0
,,13,-,0.01
,,14,-,0.04
,,15,-,0.07
,,16,-,0.13
,,19,-,0.1
,,20,-,0.03
,,21,-,0
,,22,-,0
,,23,-,0
,,27,-,0
,,28,-,0
,,29,-,0
,,30,-,0.17
2017,Jan,03,-,0
,,04,-,0
,,05,-,0
,,06,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,13,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0
,,20,-,0
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,27,-,0.27
,,31,-,0
,Feb,01,-,0
,,02,-,0
,,03,-,0.03
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0.17
,,13,-,0.24
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0
,,20,-,0
,,21,-,0.19
,,22,-,0.27
,,23,-,0.11
,,24,-,0
,,27,-,0
,,28,-,0.05
,Mar,01,-,0
,,02,-,0
,,03,-,0
,,06,-,0
,,07,-,0
,,08,-,0
,,09,-,0
,,10,-,0
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,17,-,0.07
,,20,-,0.15
,,21,-,0.09
,,22,-,0.04
,,23,-,0
,,24,-,0
,,27,-,0.01
,,28,-,0
,,29,-,0.06
,,30,-,0.1
,,31,-,0.54
,Apr,03,-,0.48
,,04,-,0.22
,,05,-,0.09
,,06,-,0
,,07,-,0
,,10,-,0
,,11,-,0
,,12,-,0.01
,,13,-,0.48
,,17,-,0.19
,,18,-,0.17
,,19,-,0.08
,,20,-,0.09
,,21,-,0.11
,,24,-,0.16
,,25,-,0.19
,,26,-,0.19
,,27,-,0.24
,,28,-,0.26
,May,02,-,0.16
,,03,-,0.16
,,04,-,0.11
,,05,-,0.18
,,08,-,0.24
,,09,-,0.26
,,11,-,0.25
,,12,-,0.27
,,15,-,0.32
,,16,-,0.42
,,17,-,0.32
,,18,-,0.32
,,19,-,0.29
,,22,-,0.21
,,23,-,0.18
,,24,-,0.08
,,25,-,0.08
,,26,-,0.16
,,29,-,0
,,30,-,0.13
,,31,-,0.13
,Jun,01,-,0.13
,,02,-,0.21
,,05,-,0.24
,,06,-,0.32
,,07,-,0.49
,,08,-,0.31
,,09,-,0.14
,,12,-,0.01
,,13,-,0
,,14,-,0
,,15,-,0
,,16,-,0
,,19,-,0
,,20,-,0.02
,,21,-,0.05
,,22,-,0.1
,,23,-,0.9
,,27,-,0.48
,,28,-,0.46
,,29,-,0.93
,,30,-,1.08
,Jul,03,-,0.28
,,04,-,0.92
,,05,-,0.87
,,06,-,0.84
,,07,-,0.89
,,10,-,0.89
,,11,-,0.88
,,12,-,0.91
,,13,-,0.26
,,14,-,0.13
,,17,-,0.19
,,18,-,0.08
,,19,-,0.13
,,20,-,0.38
,,21,-,0.37
,,24,-,0.36
,,25,-,0.46
,,26,-,0.44
,,27,-,0.35
,,28,-,0.28
,,31,-,0.68
,Aug,01,-,0.54
,,02,-,0.55
,,03,-,0.21
,,04,-,0.29
,,07,-,0.23
,,08,-,0.17
,,10,-,0.11
,,11,-,0.05
,,14,-,0.26
,,15,-,0.31
,,16,-,0.41
,,17,-,0.31
,,18,-,0.44
,,21,-,0.45
,,22,-,0.47
,,23,-,0.61
,,24,-,0.72
,,25,-,0.84
,,28,-,0.9
,,29,-,0.34
,,30,-,0
,,31,-,0.16
,Sep,04,-,0.45
,,05,-,0.66
,,06,-,0.42
,,07,-,0.25
,,08,-,0.22
,,11,-,0.52
,,12,-,0.34
,,13,-,0.13
,,14,-,0
,,15,-,0
,,18,-,0.08
,,19,-,0.16
,,20,-,0.21
,,21,-,0.35
,,22,-,0.44
,,25,-,0.28
,,26,-,0.44
,,27,-,0.41
,,28,-,0.3
,,29,-,0.48
,Oct,02,-,0.23
,,03,-,0.2
,,04,-,0.11
,,05,-,0.01
,,06,-,0.35
,,09,-,0.45
,,10,-,0.27
,,11,-,0.27
,,12,-,0.34
,,13,-,0.41
,,16,-,0.39
,,17,-,0.42
,,19,-,0.3
,,20,-,0.91
,,23,-,1.1
,,24,-,1
,,25,-,0.96
,,26,-,0.9
,,27,-,0.86
,,30,-,0.94
,,31,-,0.93
,Nov,01,-,0.9
,,02,-,0.65
,,03,-,0.62
,,06,-,0.53
,,07,-,0.53
,,08,-,0.47
,,09,-,0.59
,,10,-,0.66
,,13,-,0.47
,,14,-,0.41
,,15,-,0.25
,,16,-,0.23
,,17,-,0.3
,,20,-,0.19
,,21,-,0.07
,,22,-,0
,,23,-,0.06
,,24,-,0.2
,,27,-,0.27
,,28,-,0.81
,,29,-,0.93
,,30,-,0.98
,Dec,01,-,1.03
,,04,-,0.85
,,05,-,0.72
,,06,-,0.69
,,07,-,0.65
,,08,-,0.65
,,11,-,0.88
,,12,-,0.86
,,13,-,0.82
,,14,-,0.53
,,15,-,0.62
,,18,-,0.73
,,19,-,0.79
,,20,-,0.92
,,21,-,0.84
,,22,-,1.14
,,26,-,1.23
,,27,-,0.94
,,28,-,0.54
,,29,-,1.15
2018,Jan,02,-,0.89
,,03,-,1.16
,,04,-,0.5
,,05,-,0.14
,,08,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0.06
,,15,-,0
,,16,-,0
,,17,-,0
,,18,-,0
,,19,-,0.17
,,22,-,0.31
,,23,-,0
,,24,-,0
,,25,-,0
,,26,-,0
,,29,-,0
,,30,-,0.14
,,31,-,0.47
,Feb,01,-,0.44
,,02,-,0.8
,,05,-,0.46
,,06,-,0.28
,,07,-,0.26
,,08,-,0.45
,,09,-,1.03
,,12,-,1.04
,,13,-,0.88
,,14,-,0.26
,,15,-,0.29
,,19,-,0.34
,,20,-,0.58
,,21,-,0.71
,,22,-,0.84
,,23,-,1.15
,,26,-,1.31
,,27,-,1.2
,,28,-,0.31
,Mar,01,-,0.13
,,02,-,0.22
,,05,-,0.41
,,06,-,0.43
,,07,-,0.53
,,08,-,0.61
,,09,-,0.55
,,12,-,0.41
,,13,-,0.17
,,14,-,0.12
,,15,-,0.04
,,16,-,0
,,19,-,0.23
,,20,-,0.21
,,21,-,0.64
,,22,-,0.5
,,23,-,0.62
,,26,-,0.44
,,27,-,0.55
,,28,-,0.36
,,29,-,0.53
,Apr,02,-,0.48
,,03,-,0.41
,,04,-,0.29
,,05,-,0
,,06,-,0
,,09,-,0
,,10,-,0
,,11,-,0
,,12,-,0
,,13,-,0.14
,,16,-,0
,,17,-,0
,,18,-,0.11
,,19,-,0.66
,,20,-,0.99
,,23,-,0.69
,,24,-,0.65
,,25,-,0.41
,,26,-,0.49
,,27,-,1.5
,,30,-,1.1
,May,02,-,0.76
,,03,-,0.75
,,04,-,0.83
,,07,-,0.87
,,08,-,1.23
,,09,-,1.37
,,10,-,0.58
,,11,-,0.41
,,14,-,0.67
,,15,-,0.36
,,16,-,0.31
,,17,-,0.18
,,18,-,0.07
,,21,-,0.19
,,22,-,0.3
,,23,-,0.77
,,24,-,0.48
,,25,-,1.07
,,28,-,1.09
,,30,-,1.17
,,31,-,0.63
,Jun,01,-,0.77
,,04,-,1.08
,,05,-,1.27
,,06,-,1.24
,,07,-,0.74
,,08,-,0.9
,,11,-,0.83
,,12,-,0.45
,,13,-,0.38
,,14,-,0.49
,,18,-,0.32
,,19,-,0.05
,,20,-,0.16
,,21,-,0.18
,,22,-,0.22
,,25,-,0.35
,,26,-,0.49
,,27,-,0.55
,,28,-,0.62
,,29,-,0.69
,Jul,02,-,0.59
,,03,-,0.63
,,04,-,0.62
,,05,-,0.65
,,06,-,1.13
,,09,-,1.08
,,10,-,1.05
,,11,-,1.05
,,12,-,0.9
,,13,-,0.89
,,16,-,0.81
,,17,-,0.49
,,18,-,0.47
,,19,-,0.49
,,20,-,0.59
,,23,-,0.85
,,24,-,1.19
,,25,-,0.62
,,26,-,0.7
,,27,-,1.03
,,30,-,1.37
,,31,-,1.26
,Aug,01,-,1.26
,,02,-,1.19
,,03,-,1.47
,,06,-,1.38
,,07,-,1.19
,,08,-,1.08
,,10,-,1.09
,,13,-,1.32
,,14,-,1.1
,,15,-,1.22
,,16,-,0.68
,,17,-,0.65
,,20,-,0.52
,,21,-,0.76
,,23,-,0.72
,,24,-,1.21
,,27,-,1.23
,,28,-,1.11
,,29,-,1.02
,,30,-,0.78
,,31,-,0.91
,Sep,03,-,0.71
,,04,-,0.79
,,05,-,0.28
,,06,-,0.36
,,07,-,0.5
,,10,-,0.47
,,11,-,0.31
,,12,-,0.56
,,13,-,0.57
,,14,-,0.68
,,17,-,0.81
,,18,-,0.8
,,19,-,1.05
,,20,-,1.06
,,21,-,1.12
,,24,-,0.81
,,25,-,0.96
,,26,-,0.83
,,27,-,0.9
,,28,-,0.77
,Oct,01,-,0.78
,,02,-,0.84
,,03,-,0.79
,,04,-,0.98
,,05,-,1.08
,,08,-,0.85
,,09,-,0.87
,,10,-,0.68
,,11,-,0.73
,,12,-,0.9
,,15,-,0.8
,,16,-,0.72
,,17,-,0.81
,,18,-,0.83
,,19,-,0.95
,,22,-,0.86
,,23,-,0.88
,,24,-,0.89
,,25,-,0.93
,,26,-,0.97
,,29,-,0.92
,,30,-,1.05
,,31,-,1.2
,Nov,01,-,1.24
,,02,-,1.21
,,05,-,1.15
,,07,-,1.03
,,08,-,0.96
,,09,-,0.95
,,12,-,0.93
,,13,-,0.97
,,14,-,0.92
,,15,-,1.01
,,16,-,1.63
,,19,-,1.46
,,20,-,1.29
,,21,-,1.32
,,22,-,1.29
,,23,-,1.34
,,26,-,1.05
,,27,-,1
,,28,-,0.97
,,29,-,1.52
,,30,-,1.55
,Dec,03,-,1.48
,,04,-,1.37
,,05,-,0.86
,,06,-,0.02
,,07,-,0.63
,,10,-,0.79
,,11,-,0.84
,,12,-,1.35
,,13,-,1.32
,,14,-,1.14
,,17,-,1.13
,,18,-,1.3
,,19,-,1.53
,,20,-,1.61
,,21,-,1.77
,,24,-,1.64
,,26,-,1.77
,,27,-,1.4
,,28,-,1.48
,,31,-,0.91
2019,Jan,02,-,0.94
,,03,-,0.68
,,04,-,1.09
,,07,-,0.95
,,08,-,0.86
,,09,-,0.82
,,10,-,0.8
,,11,-,0.79
,,14,-,0.82
,,15,-,0.82
,,16,-,1
,,17,-,1.26
,,18,-,1.32
,,21,-,1.22
,,22,-,1.41
,,23,-,1.59
,,24,-,1.67
,,25,-,1.47
,,28,-,1.4
,,29,-,1.55
,,30,-,1.57
,,31,-,1.65
,Feb,01,-,1.41
,,04,-,1.3
,,07,-,1.37
,,08,-,1.45
,,11,-,1.44
,,12,-,1.52
,,13,-,1.43
,,14,-,1.41
,,15,-,1.41
,,18,-,1.36
,,19,-,1.38
,,20,-,1.27
,,21,-,1.19
,,22,-,1.29
,,25,-,1.3
,,26,-,1.27
,,27,-,1.24
,,28,-,1.31
,Mar,01,-,1.44
,,04,-,1.24
,,05,-,1.08
,,06,-,1
,,07,-,0.92
,,08,-,0.88
,,11,-,0.75
,,12,-,0.68
,,13,-,0.75
,,14,-,0.75
,,15,-,0.91
,,18,-,0.92
,,19,-,1.12
,,20,-,1.3
,,21,-,1.28
,,22,-,1.22
,,25,-,1.27
,,26,-,1.3
,,27,-,1.53
,,28,-,1.52
,,29,-,1.92
,Apr,01,-,1.3
,,02,-,1.14
,,03,-,1.12
,,04,-,1.06
,,05,-,1.34
,,08,-,1.51
,,09,-,1.53
,,10,-,1.36
,,11,-,1.31
,,12,-,1.29
,,15,-,1.28
,,16,-,1.29
,,17,-,1.28
,,18,-,1.31
,,22,-,1.42
,,23,-,1.35
,,24,-,1.37
,,25,-,1.35
,,26,-,1.36
,,29,-,1.38
,,30,-,1.65
,May,02,-,1.55
,,03,-,1.54
,,06,-,1.56
,,07,-,1.89
,,08,-,1.58
,,09,-,1.37
,,10,-,1.41
,,13,-,1.41
,,14,-,1.52
,,15,-,1.46
,,16,-,1.46
,,17,-,1.67
,,21,-,1.38
,,22,-,1.34
,,23,-,1.19
,,24,-,1.35
,,27,-,1.36
,,28,-,1.44
,,29,-,1.55
,,30,-,1.22
,,31,-,1.5
,Jun,03,-,1.35
,,04,-,1.14
,,06,-,1.09
,,07,-,1.31
,,10,-,1.58
,,11,-,1.77
,,12,-,1.45
,,13,-,0.93
,,14,-,0.9
,,17,-,0.91
,,18,-,0.87
,,19,-,0.79
,,20,-,0.82
,,21,-,1.11
,,24,-,1.18
,,25,-,0.93
,,26,-,0.89
,,27,-,0.86
,,28,-,2.06
,Jul,01,-,1.11
,,02,-,1.32
,,03,-,1.26
,,04,-,1.19
,,05,-,1.12
,,08,-,1.05
,,09,-,1.12
,,10,-,1.1
,,11,-,1.08
,,12,-,1.13
,,15,-,1.1
,,16,-,1.13
,,17,-,1.07
,,18,-,1.09
,,19,-,1.35
,,22,-,1.46
,,23,-,1.43
,,24,-,1.17
,,25,-,1.09
,,26,-,1.16
,,29,-,1.19
,,30,-,1.53
,,31,-,1.64
,Aug,01,-,1.28
,,02,-,1.32
,,05,-,1.38
,,06,-,1.51
,,07,-,1.38
,,08,-,1.4
,,13,-,1.3
,,14,-,1.28
,,15,-,1.19
,,16,-,1.33
,,19,-,1.17
,,20,-,1
,,21,-,0.99
,,22,-,0.88
,,23,-,1.02
,,26,-,0.96
,,27,-,1
,,28,-,1.08
,,29,-,1.5
,,30,-,1.42
,Sep,02,-,1.15
,,03,-,1.24
,,04,-,1.23
,,05,-,1.14
,,06,-,1.24
,,09,-,1.36
,,10,-,1.41
,,11,-,1.35
,,12,-,1.12
,,13,-,1.1
,,16,-,1.14
,,17,-,1.01
,,18,-,0.85
,,19,-,0.41
,,20,-,0.24
,,23,-,0.22
,,24,-,0.74
,,25,-,1.1
,,26,-,1.25
,,27,-,1.27
,,30,-,1.62
,Oct,01,-,1.05
,,02,-,1.01
,,03,-,0.93
,,04,-,0.9
,,07,-,0.82
,,08,-,0.53
,,09,-,0.62
,,10,-,0.82
,,11,-,0.95
,,14,-,0.87
,,15,-,0.89
,,16,-,0.75
,,17,-,0.98
,,18,-,0.95
,,21,-,0.94
,,22,-,0.96
,,23,-,1.13
,,24,-,1.11
,,25,-,1.29
,,29,-,1.25
,,30,-,1.31
,,31,-,1.25
,Nov,01,-,0.96
,,04,-,0.64
,,05,-,0.48
,,06,-,0.43
,,07,-,0.22
,,08,-,0.4
,,11,-,0.39
,,12,-,0.56
,,13,-,0.46
,,14,-,0.49
,,15,-,0.66
,,18,-,0.59
,,19,-,0.6
,,20,-,0.9
,,21,-,1.09
,,22,-,1.07
,,25,-,1.08
,,26,-,1.15
,,27,-,1.1
,,28,-,1.01
,,29,-,1.24
,Dec,02,-,1.08
,,03,-,0.86
,,04,-,0.74
,,05,-,0.66
,,06,-,0.73
,,09,-,0.95
,,10,-,0.97
,,11,-,0.83
,,12,-,0.49
,,13,-,0.75
,,16,-,0.4
,,17,-,0.2
,,18,-,0.02
,,19,-,0
,,20,-,1.08
,,23,-,1.66
,,24,-,1.54
,,26,-,1.13
,,27,-,0.76
,,30,-,0.66
,,31,-,0.91
2020,Jan,02,-,1.37
,,03,-,0.92
,,06,-,0.55
,,07,-,0.7
,,08,-,0.81
,,09,-,0.54
,,10,-,0.71
,,13,-,0.66
,,14,-,0.44
,,15,-,0.4
,,16,-,0.47
,,17,-,0.93
,,20,-,0.47
,,21,-,0.7
,,22,-,0.58
,,23,-,0.62
,,24,-,0.96
,,28,-,0.76
,,29,-,0.71
,,30,-,0.94
,,31,-,1.23
,Feb,03,-,1.22
,,04,-,0.72
,,05,-,0.68
,,06,-,0.65
,,07,-,0.55
,,10,-,0.56
,,11,-,0.32
,,12,-,0.32
,,13,-,0.36
,,14,-,0.7
,,17,-,0.47
,,18,-,0.64
,,19,-,0.52
,,20,-,0.26
,,21,-,0.28
,,24,-,0.53
,,25,-,0.51
,,26,-,0.58
,,27,-,0.58
,,28,-,0.91
